s,M,total_time,t,nubs_x,nubs_y,nubs_z,minco_x,minco_y,minco_z,err_d0,err_d1,err_d2,err_d3,err_d4
4,8,8.6099999999999994,0.20499999999999999,0.28037853854941835,0.31249048806959451,0.28420771698280245,0.28037853854941835,0.31249048806959456,0.28420771698280256,1.2412670766236366e-16,1.0228221476831377e-15,1.6428299887655408e-14,1.9379597218896771e-13,3.1721774393938346e-13
4,8,8.6099999999999994,0.22549999999999998,0.28425932837207724,0.31668796870641702,0.28680945145963516,0.28425932837207718,0.31668796870641736,0.28680945145963538,4.0412728104402651e-16,1.0706603116298291e-15,1.9617047083589542e-14,1.8076340214534449e-13,2.5414942636074639e-13
4,8,8.6099999999999994,0.246,0.28869682226074994,0.32141366220763873,0.28982124138285664,0.28869682226074977,0.32141366220763867,0.2898212413828567,1.8410966031475738e-16,1.5949195185170507e-15,2.4761707101551609e-14,1.8507600969764166e-13,5.2844750018165299e-13
4,8,8.6099999999999994,0.26649999999999996,0.29375141781938424,0.32672497057110567,0.29328974343215941,0.29375141781938413,0.32672497057110572,0.29328974343215947,1.3597399555105182e-16,1.9076784904469936e-15,2.5145019696445676e-14,1.7287794612154337e-13,5.095141387413821e-13
4,8,8.6099999999999994,0.28699999999999998,0.29948002420264436,0.33267587379518793,0.29725877916034321,0.29948002420264402,0.33267587379518782,0.29725877916034327,3.554447978966673e-16,2.6664138806081699e-15,3.0241301363929996e-14,1.5884494343067411e-13,6.204242551870479e-13
4,8,8.6099999999999994,0.30749999999999994,0.3059352652207431,0.33931616261395242,0.30176870414785961,0.30593526522074277,0.33931616261395237,0.30176870414785956,3.4219371797089426e-16,3.2530908161960346e-15,3.1541277860873816e-14,1.4812156058870392e-13,7.4530818794672291e-13
4,8,8.6099999999999994,0.32799999999999996,0.31316479716165341,0.34669078216135524,0.30685586846923874,0.31316479716165313,0.34669078216135513,0.30685586846923885,3.1888728582940721e-16,3.8206031244424931e-15,3.6105982186949276e-14,1.389658669423419e-13,7.3995444258129834e-13
4,8,8.6099999999999994,0.34850000000000003,0.32121073605688921,0.35483928146109006,0.31255216427582055,0.32121073605688877,0.35483928146109001,0.31255216427582072,4.7752497883927362e-16,4.5552979697058054e-15,3.7945597468674175e-14,1.1874218032977058e-13,8.0077252129526309e-13
4,8,8.6099999999999994,0.36899999999999999,0.33010918911705633,0.36379536363874254,0.31888465629920526,0.33010918911705583,0.36379536363874238,0.31888465629920537,5.3820057937152048e-16,5.1003843918696235e-15,4.1119039858945026e-14,1.1913350064647572e-13,9.2452504997164389e-13
4,8,8.6099999999999994,0.38949999999999996,0.33988988506336704,0.37358653175289258,0.32587529107984614,0.33988988506336659,0.37358653175289247,0.32587529107984642,5.3533015581491455e-16,5.8750103056360916e-15,4.2379701107510642e-14,9.7166526297475255e-14,8.6663642356112688e-13
4,8,8.6099999999999994,0.40999999999999998,0.35057589808131606,0.38423382514181231,0.33354068072520371,0.35057589808131551,0.38423382514181198,0.33354068072520388,6.6844277772883352e-16,7.1149619396191873e-15,4.1720757272251935e-14,9.5242900820741313e-14,9.1373834346131897e-13
4,8,8.6099999999999994,0.43049999999999999,0.36218346012271041,0.39575164118239831,0.34189195700187675,0.36218346012270963,0.39575164118239786,0.3418919570018768,8.9681009404227243e-16,7.9758533358561797e-15,4.463483187081212e-14,8.9881862365394222e-14,9.5469554257109376e-13
4,8,8.6099999999999994,0.45099999999999996,0.37472185628225363,0.40814763735799153,0.3509346915661351,0.3747218562822528,0.40814763735799098,0.35093469156613527,1.0145033081663849e-15,8.8337760815327319e-15,4.348447527353602e-14,8.7172221385398456e-14,8.4174576471033555e-13
4,8,8.6099999999999994,0.47149999999999992,0.38819339797487706,0.42142270853172192,0.36066887813727028,0.38819339797487606,0.42142270853172131,0.36066887813727044,1.1827914066321619e-15,9.632744363711804e-15,4.5758970284409229e-14,7.5208903791157176e-14,7.6643982558205951e-13
4,8,8.6099999999999994,0.49199999999999999,0.40259346864001522,0.43557103432202682,0.37108897241818278,0.40259346864001389,0.43557103432202576,0.37108897241818273,1.700128130623208e-15,1.1081115931092324e-14,4.9829104940618133e-14,7.6738178567527257e-14,7.7580236932315644e-13
4,8,8.6099999999999994,0.51249999999999996,0.41791063669902018,0.45058019147698458,0.38218398556762695,0.41791063669901879,0.45058019147698375,0.38218398556762706,1.6222178263139383e-15,1.2001711166025415e-14,5.010145108091441e-14,7.8879294968352915e-14,7.5092635912349138e-13
4,8,8.6099999999999994,0.53299999999999992,0.43412683049191475,0.4664313261441142,0.39393762702853369,0.43412683049191325,0.46643132614411309,0.39393762702853374,1.866033584759964e-15,1.2711447600577306e-14,4.7791200441584546e-14,8.8672283480037488e-14,6.4067160558635412e-13
4,8,8.6099999999999994,0.55349999999999988,0.45121756991967343,0.48309938093227683,0.40632849251682651,0.4512175699196716,0.48309938093227539,0.40632849251682657,2.3327896713721481e-15,1.4845886344296329e-14,4.6434936987164165e-14,1.0302199684567272e-13,6.2061749100358942e-13
4,8,8.6099999999999994,0.57399999999999995,0.46915224951823448,0.50055337166233138,0.41933029297515506,0.4691522495182322,0.50055337166232983,0.41933029297515495,2.758295425132583e-15,1.4658307851166625e-14,4.8785680838319443e-14,9.8936258910515813e-14,4.8094348855690333e-13
4,8,8.6099999999999994,0.59450000000000003,0.48789446769043282,0.51875670870318513,0.43291212029596049,0.48789446769043066,0.51875670870318358,0.43291212029596066,2.6703114099481548e-15,1.5193839157432945e-14,4.9918570574220646e-14,1.0335359460414389e-13,4.9491227063743658e-13
4,8,8.6099999999999994,0.61499999999999988,0.50740239682205657,0.53766755778988673,0.44703874561829859,0.50740239682205424,0.53766755778988473,0.44703874561829843,3.0752376166597408e-15,1.7005630757880324e-14,4.5812811986900328e-14,1.1827455530368399e-13,4.2905545194342343e-13
4,8,8.6099999999999994,0.63549999999999995,0.52762918900821432,0.55723923522040086,0.46167094600283098,0.52762918900821143,0.55723923522039864,0.46167094600283104,3.6422253440636096e-15,1.8183948383231973e-14,4.9256380478206053e-14,1.267390458860656e-13,3.150718272283514e-13
4,8,8.6099999999999994,0.65599999999999992,0.54852341211621702,0.5774206323277179,0.47676585528941384,0.54852341211621369,0.57742063232771557,0.47676585528941368,4.0690090373342982e-15,2.0185613280212634e-14,4.8554204918348667e-14,1.1791049399275331e-13,2.59202055500845e-13
4,8,8.6099999999999994,0.67649999999999999,0.57002951091116671,0.59815666412393453,0.49227733494169451,0.57002951091116316,0.59815666412393198,0.49227733494169434,4.3783485807382666e-15,2.0359504606908035e-14,5.0527834290480887e-14,1.2260079807277422e-13,1.4281732235759946e-13
4,8,8.6099999999999994,0.69700000000000006,0.59208828797044899,0.61938873701295616,0.50815636068314163,0.59208828797044533,0.61938873701295338,0.50815636068314163,4.5963769555977701e-15,2.0745431487550174e-14,4.8330802229696046e-14,1.1705436797823374e-13,7.8361299671715218e-14
4,8,8.6099999999999994,0.71749999999999992,0.61463739911332305,0.64105523046846213,0.52435142072892515,0.61463739911331894,0.6410552304684588,0.52435142072892527,5.2896039768642194e-15,2.0721651755425097e-14,5.5660165199442397e-14,1.3014769055540541e-13,1.5873316387182331e-13
4,8,8.6099999999999994,0.73799999999999999,0.63761185807180942,0.66309198757378196,0.54080892141806625,0.63761185807180487,0.6630919875737783,0.54080892141806647,5.8474088159349038e-15,2.0886361114067225e-14,5.1767623434344841e-14,1.2001587923450153e-13,4.2936789999969779e-14
4,8,8.6099999999999994,0.75849999999999995,0.66094454512906708,0.68543280932032224,0.55747359605027558,0.66094454512906187,0.68543280932031825,0.55747359605027536,6.5766073563099989e-15,2.3833362237957631e-14,5.7577267492237213e-14,1.2862344616863234e-13,2.8114459799422599e-13
4,8,8.6099999999999994,0.77899999999999991,0.68456671445145778,0.70800994756119517,0.57428891273190141,0.68456671445145245,0.70800994756119118,0.57428891273190175,6.6696596227602666e-15,2.2171128784205891e-14,5.5457084795874566e-14,9.6484960188172128e-14,2.6921074699887282e-13
4,8,8.6099999999999994,0.79949999999999988,0.70840849484049595,0.73075459151668898,0.59119747703540571,0.70840849484049051,0.73075459151668476,0.59119747703540593,6.8878580036218381e-15,2.5994633967032831e-14,5.5606065280579205e-14,1.2743116468891951e-13,1.6685495999422103e-13
4,8,8.6099999999999994,0.81999999999999995,0.73239937863087456,0.75359734272822487,0.60814142527678661,0.73239937863086857,0.7535973427282201,0.60814142527678694,7.6709903629733402e-15,2.9482849860419642e-14,5.4831897000816021e-14,9.3000381530632295e-14,3.5270476753793941e-13
4,8,8.6099999999999994,0.84050000000000002,0.75646869346077683,0.77646867335745762,0.62506280421537486,0.75646869346077683,0.77646867335745751,0.62506280421537475,1.5700924586837752e-16,1.0975496590932791e-14,5.8684046797260203e-14,2.3053833904028895e-13,3.4508674928248624e-13
